IncidentID,AgencyName,County,RdwyNumber,Street,RoadwayName,StreetSfx,Latitude,Longitude,Milepoint,CollisionDate,CollisionTime,UnitsInvolved,MotorVehiclesInvolved,NumberKilled,NumberInjured,Weather,RdwyConditionCode,HitandRun,DirAnalysisCode,MannerofCollision,RdwyCharacter,LightCondition,KABCO Code,KABCO,RT_UNIQUE
30968853,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,,,WILLIN,WAY,38.04112102,-83.93427673,0.244,12/22/2022,1519,2,2,0,0,CLOUDY,DRY,FALSE,REAR END - ONE VEHICLE TURNING RIGHT,REAR END,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-CS-1164  -000
30972712,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,KY0686,1600,INDIAN MOUND,DR,38.04390906,-83.95355723,2.399,12/20/2022,546,2,2,0,0,CLEAR,DRY,FALSE,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,5,O,087-KY-0686  -000
30972715,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,US0060,,OWINGSVILLE,RD,38.08714791,-83.8991547,8.564,12/20/2022,1010,2,2,0,0,CLEAR,DRY,FALSE,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-US-0060  -000
30973647,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,KY0646,,CREAM ALLEY,RD,37.96102176,-83.90672856,2.831,12/21/2022,725,1,1,0,0,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & GRADE,DAYLIGHT,5,O,087-KY-0646  -000
30973650,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,KY0011,,LEVEE,RD,38.00407041,-83.942607,6.514,12/13/2022,1112,1,1,0,0,CLEAR,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-KY-0011  -000
30973660,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,KY0686,,INDIAN MOUND,DR,38.05809092,-83.95609991,1.361,12/24/2022,1355,2,2,0,0,CLEAR,SNOW/SLUSH,FALSE,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-KY-0686  -000
30973662,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,KY0713,,SPENCER,PIKE,38.05452666,-83.91680625,7.809,12/24/2022,1830,1,1,0,0,BLOWING SAND/SOIL/DIRT/SNOW,ICE,FALSE,COLLISION WITH FIXED OBJECT IN INTERSECTION - FIRST EVENT COLLISION 09 - 32,SINGLE VEHICLE,CURVE & LEVEL,DARK-HWY LIGHTED/OFF,5,O,087-KY-0713  -000
30973667,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,KY0713,,SPENCER,PIKE,38.04712191,-83.90325072,8.73,12/22/2022,2034,1,1,0,0,RAINING,WET,FALSE,COLLISION WITH FIXED OBJECT IN INTERSECTION - FIRST EVENT COLLISION 09 - 32,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,5,O,087-KY-0713  -000
30978199,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,,,LARKSPUR,DR,38.07071253,-83.94373968,0.004,12/24/2022,1019,1,1,0,0,CLOUDY,SNOW/SLUSH,FALSE,COLLISION WITH FIXED OBJECT IN INTERSECTION - FIRST EVENT COLLISION 09 - 32,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-CS-1108  -000
30978200,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,,,VANCE,DR,38.07363865,-83.95123673,0.002,12/16/2022,1315,2,2,0,0,CLEAR,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-CS-1115  -000
30978203,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,US0460,,MAYSVILLE,ST,38.07420761,-83.94820609,8.276,12/23/2022,403,1,1,1,0,BLOWING SAND/SOIL/DIRT/SNOW,SNOW/SLUSH,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,1,K,087-US-0460  -000
30978205,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,US0460,,MAYSVILLE,RD,38.07959604,-83.9497435,7.827,12/23/2022,1812,2,2,0,0,CLOUDY,SNOW/SLUSH,TRUE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,5,O,087-US-0460  -000
30983602,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,,,QUEEN,ST,38.05595177,-83.93872876,0.003,12/27/2022,1809,2,2,0,0,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,5,O,087-CS-1080  -000
30983604,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,KY0686,,INDIAN MOUND,DR,38.0735632,-83.95126132,0.167,12/22/2022,1839,2,2,0,2,CLOUDY,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,CURVE & LEVEL,DARK-HWY LIGHTED/ON,3,B,087-KY-0686  -000
30985628,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,KY0011,4413,LEVEE,RD,37.98489244,-83.94041477,5.138,12/28/2022,1808,1,1,0,0,CLOUDY,DRY,FALSE,RAN OFF ROADWAY (1 VEHICLE WITH/EARTH EMBANKMENT/DITCH),SINGLE VEHICLE,CURVE & LEVEL,DARK-HWY NOT LIGHTED,5,O,087-KY-0011  -000
30985630,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,KY0686,,INDIAN MOUND,DR,38.05465686,-83.95616649,1.6,12/28/2022,958,2,2,0,0,CLEAR,DRY,FALSE,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-KY-0686  -000
30988416,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,US0460,,MAIN,ST,37.97635206,-83.85108625,17.441,12/29/2022,1050,2,2,0,0,CLEAR,DRY,FALSE,SIDESWIPE-SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-US-0460  -000
30988417,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,KY0011,,LEVEE,RD,38.03312882,-83.9498859,8.719,12/29/2022,2103,2,2,0,0,CLOUDY,DRY,FALSE,SIDESWIPE-SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,5,O,087-KY-0011  -000
30995899,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,KY0686,,INDIAN MOUND,DR,38.05386082,-83.95649334,1.654,12/5/2022,1800,2,2,0,0,RAINING,WET,FALSE,OPPOSING LEFT TURN,OPPOSING LEFT TURN,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,5,O,087-KY-0686  -000
30995903,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,KY0686,,INDIAN MOUND,DR,38.06733277,-83.95515082,0.722,12/27/2022,1223,2,2,0,0,CLEAR,DRY,FALSE,ANGLE COLLISION - ONE VEHICLE TURNING LEFT,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-KY-0686  -000
30997470,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,,14,WILLOW,ST,38.05805775,-83.93674466,0.029,12/31/2022,2117,1,1,0,0,CLOUDY,WET,FALSE,,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK (UNKNOWN ROADWAY LIGHTING),5,O,087-CS-1078  -000
31013341,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,,313,QUEEN,ST,38.06254996,-83.94100997,0.391,12/31/2022,1801,1,1,0,0,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & HILLCREST,DARK (UNKNOWN ROADWAY LIGHTING),5,O,087-CS-1080  -000
31039234,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,KY0686,,INDIAN MOUND,DR,38.05805651,-83.95600435,1.359,1/4/2023,1400,2,2,0,2,CLEAR,DRY,FALSE,OPPOSING LEFT TURN,OPPOSING LEFT TURN,STRAIGHT & LEVEL,DAYLIGHT,3,B,087-KY-0686  -000
31047273,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,US0460,,MAYSVILLE,RD,38.07863387,-83.94948445,7.977,12/29/2022,2102,2,2,0,0,CLOUDY,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,OPPOSING LEFT TURN,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,5,O,087-US-0460  -000
31049702,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,KY0713,1050,GRASSY LICK,RD,38.06046999,-83.96626809,5.208,1/5/2023,730,1,1,0,0,CLEAR,DRY,FALSE,COLLISION WITH ANIMAL NON INTERSECTION,SINGLE VEHICLE,CURVE & GRADE,DAYLIGHT,5,O,087-KY-0713  -000
31049703,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,KY0686,,INDIAN MOUND,DR,38.06755082,-83.91460305,5.781,1/5/2023,842,1,1,0,0,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & GRADE,DAYLIGHT,5,O,087-KY-0686  -000
31049704,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,I 0064,,,,38.08958357,-83.89858095,0.067,1/5/2023,1141,2,2,0,0,CLEAR,DRY,FALSE,OTHER RAMP RELATED COLLISIONS NOT LISTED ABOVE,REAR END,STRAIGHT & GRADE,DAYLIGHT,5,O,087-CR-1036  -000
31049705,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,,,OLD OWINGSVILLE,RD,38.07227248,-83.91502286,0.984,1/5/2023,1641,2,2,0,0,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-CR-1029  -000
31049706,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,,701,PREWITT,PIKE,38.03653538,-83.97787018,0.91,12/24/2022,2150,1,1,0,0,CLOUDY,SNOW/SLUSH,FALSE,RAN OFF ROADWAY (1 VEHICLE WITH/EARTH EMBANKMENT/DITCH),SINGLE VEHICLE,STRAIGHT & GRADE,DARK-HWY NOT LIGHTED,5,O,087-KY-0713  -000
31049707,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,US0060,,OWINGSVILLE,RD,38.09257178,-83.89759631,8.948,1/6/2023,600,2,2,0,0,CLEAR,DRY,FALSE,OPPOSING LEFT TURN,OPPOSING LEFT TURN,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,5,O,087-US-0060  -000
31056685,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,US0060,,MAIN,ST,38.0570887,-83.93913665,5.296,1/7/2023,1141,2,2,0,0,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-US-0060  -000
31059477,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,US0060,,OWINGSVILLE,RD,38.08620169,-83.89973263,8.528,1/6/2023,1829,3,3,0,2,CLEAR,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,2,A,087-US-0060  -000
31061823,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,KY0686,,INDIAN MOUND,DR,38.06732068,-83.95516919,0.722,1/9/2023,2200,1,1,0,0,CLEAR,DRY,FALSE,COLLISION WITH ANIMAL IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,5,O,087-KY-0686  -000
31067534,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,,,LOCUST,ST,38.05506428,-83.94245417,0.251,1/9/2023,1147,2,2,0,0,CLEAR,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-CS-1023  -000
31072822,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,US0460,,MAYSVILLE,ST,38.07535898,-83.94875444,8.195,1/11/2023,753,3,3,0,0,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-US-0460  -000
31086832,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,,1180,OSBORNE,RD,38.07098886,-83.9144625,0.036,1/10/2023,1007,1,1,0,0,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & GRADE,DAYLIGHT,5,O,087-PR-1062  -000
31086836,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,,,STEPSTONE,RD,38.08740026,-83.82907958,4.054,1/10/2023,1310,1,1,0,0,CLEAR,DRY,FALSE,RAN OFF ROADWAY (1 VEHICLE WITH/EARTH EMBANKMENT/DITCH),SINGLE VEHICLE,STRAIGHT & GRADE,DAYLIGHT,5,O,087-CR-1008  -000
31086851,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,US0460,,PARIS,RD,38.12335066,-84.06226753,0.422,1/11/2023,1737,1,1,0,0,CLOUDY,WET,FALSE,COLLISION WITH ANIMAL NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DUSK,5,O,087-US-0460  -000
31095424,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,US0460,,CAMARGO,RD,38.04079225,-83.93397399,10.748,1/12/2023,1202,2,2,0,0,RAINING,WET,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-US-0460  -000
31102222,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,US0460,,CAMARGO,RD,38.04484468,-83.93513585,10.489,1/11/2023,2235,1,1,0,0,CLEAR,WET,FALSE,COLLISION WITH FIXED OBJECT IN INTERSECTION - FIRST EVENT COLLISION 09 - 32,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,5,O,087-US-0460  -000
31102245,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,US0460,,MAIN,ST,37.9860954,-83.87479268,15.961,1/13/2023,2252,1,1,0,0,"SLEET, HAIL, FREEZING RAIN",ICE,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,5,O,087-US-0460  -000
31112619,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,US0060,,OWINGSVILLE,RD,38.06695945,-83.93097608,6.244,1/17/2023,1732,1,1,0,1,CLEAR,DRY,FALSE,RAN OFF ROADWAY (1 VEHICLE WITH/EARTH EMBANKMENT/DITCH),SINGLE VEHICLE,CURVE & LEVEL,DUSK,3,B,087-US-0060  -000
31114821,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,US0460,,CAMARGO,RD,38.04184951,-83.93422959,10.708,1/13/2023,1429,2,2,0,0,CLOUDY,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-US-0460  -000
31135298,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,,,OLD OWINGSVILLE,RD,38.06202089,-83.93116224,2.166,1/17/2023,707,2,2,0,0,CLOUDY,DRY,FALSE,SIDESWIPE-SAME DIRECTION,SIDESWIPE-SAME DIRECTION,CURVE & LEVEL,DAWN,5,O,087-CR-1029  -000
31135300,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,US0460,,CAMARGO,RD,37.99408548,-83.88759567,15.036,1/19/2023,1326,2,2,0,0,CLEAR,DRY,FALSE,COLLISION WITH ANIMAL NON INTERSECTION,HEAD ON,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-US-0460  -000
31135303,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,KY0011,,LEVEE,RD,37.96681113,-83.93919134,3.764,1/20/2023,1320,2,2,0,0,CLEAR,DRY,FALSE,SIDESWIPE COLLISION - OPPOSITE DIRECTION,SIDESWIPE-OPPOSITE DIRECTION,CURVE & LEVEL,DAYLIGHT,5,O,087-KY-0011  -000
31135307,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,KY1331,,STEPSTONE,RD,38.0817211,-83.90155771,0.111,1/21/2023,1603,2,2,0,0,CLEAR,DRY,FALSE,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-KY-1331  -000
31138452,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,KY1991,,HINKSTON,PIKE,38.06532215,-83.94392963,0.061,1/21/2023,3,1,1,0,2,CLEAR,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,SINGLE VEHICLE,CURVE & GRADE,DARK-HWY NOT LIGHTED,2,A,087-KY-1991  -000
31138457,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,US0060,,MAIN,ST,38.06045335,-83.93257752,5.746,1/19/2023,947,1,1,0,0,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-US-0060  -000
31144452,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,US0060,,WINCHESTER,RD,38.05219345,-83.97128791,3.495,1/23/2023,1705,2,2,0,0,CLEAR,DRY,FALSE,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-US-0060  -000
31146522,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,US0460,,CAMARGO,RD,38.04167384,-83.93422965,10.669,1/25/2023,1736,2,2,0,0,CLOUDY,WET,FALSE,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-US-0460  -000
31150721,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,KY0686,,INDIAN MOUND,DR,38.05393428,-83.95643716,1.658,1/25/2023,531,2,2,0,1,RAINING,WET,FALSE,ANGLE COLLISION - ONE VEHICLE TURNING LEFT,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/OFF,4,C,087-KY-0686  -000
31155717,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,KY0686,,INDIAN MOUND,DR,38.06179903,-83.95519748,1.114,1/26/2023,1547,2,2,0,0,RAINING,WET,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-KY-0686  -000
31155718,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,US0460,,MAYSVILLE,ST,38.06699475,-83.94570534,8.797,1/27/2023,1530,1,1,0,0,CLEAR,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-US-0460  -000
31166111,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,US0060,,OWINGSVILLE,RD,38.12121481,-83.88062783,11.291,1/25/2023,1517,1,1,0,0,CLOUDY,WET,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,CURVE & GRADE,DAYLIGHT,5,O,087-US-0060  -000
31166114,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,US0060,2000,WINCHESTER,RD,38.04884545,-83.97763598,3.054,1/17/2023,1224,2,2,0,0,CLOUDY,DRY,FALSE,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),BACKING,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-US-0060  -000
31166117,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,KY0011,,LEVEE,RD,37.97036853,-83.93566541,4.085,1/23/2023,1336,1,1,0,0,CLOUDY,WET,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,CURVE & LEVEL,DAYLIGHT,5,O,087-KY-0011  -000
31166128,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,,,MIDLAND,TRL,38.07484517,-83.91873433,0.007,1/27/2023,355,2,2,0,0,CLOUDY,ICE,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,5,O,087-CR-1020  -000
31166143,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,KY0686,,INDIAN MOUND,DR,38.05469427,-83.9167311,4.839,1/29/2023,1738,1,1,0,0,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT IN INTERSECTION - FIRST EVENT COLLISION 09 - 32,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-KY-0686  -000
31166214,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,US0460,,MAYSVILLE,RD,38.07792071,-83.94937514,8.02,1/24/2023,1003,2,2,0,0,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-US-0460  -000
31170197,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,,,OLD OWINGSVILLE,RD,38.06206921,-83.93130341,2.175,1/31/2023,1204,2,2,0,0,CLOUDY,WET,FALSE,OPPOSING LEFT TURN,OPPOSING LEFT TURN,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-CR-1029  -000
31175329,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,,,OLD OWINGSVILLE,RD,38.07518505,-83.90877919,0.588,1/31/2023,955,1,1,0,1,CLOUDY,WET,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,CURVE & GRADE,DAYLIGHT,4,C,087-CR-1029  -000
31175330,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,US0460,,PARIS,RD,38.10265301,-84.01118881,3.659,1/17/2023,1806,1,1,0,0,CLEAR,DRY,FALSE,COLLISION WITH ANIMAL IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DUSK,5,O,087-US-0460  -000
31175335,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,US0460,,CAMARGO,RD,37.9977135,-83.8952018,14.54,2/1/2023,914,2,2,0,0,CLOUDY,WET,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,OPPOSING LEFT TURN,STRAIGHT & HILLCREST,DAYLIGHT,5,O,087-US-0460  -000
31181338,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,US0460,,MAYSVILLE,ST,38.06077188,-83.94360426,9.249,1/27/2023,0,2,2,0,0,CLOUDY,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-US-0460  -000
31185157,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,US0060,,WINCHESTER,RD,38.03456302,-84.01654394,0.6,1/31/2023,621,1,1,0,0,"SLEET, HAIL, FREEZING RAIN",SNOW/SLUSH,FALSE,COLLISION WITH ANIMAL NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,5,O,087-US-0060  -000
31195265,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,I 0064,,,,38.08895389,-83.90004507,0.159,2/5/2023,1837,2,2,0,1,CLEAR,DRY,FALSE,OTHER RAMP RELATED COLLISIONS NOT LISTED ABOVE,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DARK-HWY LIGHTED/OFF,4,C,087-CR-1040  -000
31196052,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,KY0686,,INDIAN MOUND,DR,38.06734811,-83.95546134,0.719,1/23/2023,1532,2,2,0,0,CLOUDY,DRY,FALSE,OPPOSING LEFT TURN,OPPOSING LEFT TURN,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-KY-0686  -000
31200663,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,,2750,MCCORMICK,RD,37.99781964,-83.88594032,0.298,2/6/2023,1413,2,2,0,0,CLEAR,DRY,FALSE,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-CR-1123  -000
31200669,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,US0460,,CAMARGO,RD,37.99921344,-83.89702621,14.39,2/2/2023,1943,1,1,0,0,CLEAR,DRY,FALSE,COLLISION WITH ANIMAL NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,5,O,087-US-0460  -000
31200670,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,KY0686,,INDIAN MOUND,DR,38.07050208,-83.91614378,6.001,2/6/2023,1843,2,2,0,0,CLEAR,DRY,TRUE,OTHER COLLISIONS ON SHOULDER,SIDESWIPE-OPPOSITE DIRECTION,STRAIGHT & LEVEL,DARK-HWY LIGHTED/OFF,5,O,087-KY-0686  -000
31209564,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,KY0537,,BUNKER HILL,RD,38.14319689,-84.00334516,1.404,1/25/2023,645,1,1,0,0,CLOUDY,WET,TRUE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,5,O,087-KY-0537  -000
31209565,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,KY0713,6275,SPENCER,PIKE,38.02800881,-83.83959377,12.795,2/6/2023,1818,1,1,0,0,CLEAR,DRY,FALSE,RAN OFF ROADWAY (1 VEHICLE WITH/EARTH EMBANKMENT/DITCH),SINGLE VEHICLE,CURVE & GRADE,DARK-HWY NOT LIGHTED,5,O,087-KY-0713  -000
31209566,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,KY0011,,LEVEE,RD,37.9742803,-83.93671655,4.351,2/6/2023,1723,2,2,0,0,CLEAR,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-KY-0011  -000
31209569,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,,,ARLINGTON,AVE,38.07642571,-83.90217851,0.216,2/7/2023,1413,1,1,0,1,CLEAR,DRY,FALSE,RAN OFF ROADWAY (1 VEHICLE WITH/EARTH EMBANKMENT/DITCH),SINGLE VEHICLE,CURVE & LEVEL,DAYLIGHT,4,C,087-CR-1021A -000
